Tweet_ID,Username,Tweet_Text,Date_Time,City,Hashtags,Language,Sentiment_Score,Sentiment_Label,Emotion_Type,Topic_Category,Retweet_Count,Likes_Count,Weather_Data,Lowercase_Text,URLs_Found,Emojis,Contains_Question,Contains_Exclamation,Avg_Word_Length,Tokens,Tokens_No_Stopwords,Tokens_No_Punct,Lemmatized_Tokens,Cleaned_Text,Word_Count,Unique_Word_Count,Predicted_Emotion,Predicted_Topic
TWT11,user_945144,Health officials in Islamabad are reporting serious impacts related to smog in recent months.,11/19/2025 12:00:00 AM,Islamabad,#Environment,en,-0.261164444,Negative,Health Hazard,Climate,1898,3819,smog,health officials in islamabad are reporting serious impacts related to smog in recent months.,[],[],FALSE,FALSE,5.714285714,"['health', 'officials', 'in', 'islamabad', 'are', 'reporting', 'serious', 'impacts', 'related', 'to', 'smog', 'in', 'recent', 'months', '.']","['health', 'officials', 'islamabad', 'reporting', 'serious', 'impacts', 'related', 'smog', 'recent', 'months', '.']","['health', 'officials', 'islamabad', 'reporting', 'serious', 'impacts', 'related', 'smog', 'recent', 'months']","['health', 'official', 'islamabad', 'reporting', 'serious', 'impact', 'related', 'smog', 'recent', 'month']",health official islamabad reporting serious impact related smog recent month,10,10,Health Hazard,Pollution
TWT12,user_53134,Environmental experts in Rahim Yar Khan have noticed health risks related to heavy rainfall during ongoing environmental changes.,10/28/2021 12:00:00 AM,Rahim Yar Khan,#PakistanClimate,en,-0.20392,Negative,Disaster Risk,Climate,3911,9491,heavy rainfall,environmental experts in rahim yar khan have noticed health risks related to heavy rainfall during ongoing environmental changes.,[],[],FALSE,FALSE,6.222222222,"['environmental', 'experts', 'in', 'rahim', 'yar', 'khan', 'have', 'noticed', 'health', 'risks', 'related', 'to', 'heavy', 'rainfall', 'during', 'ongoing', 'environmental', 'changes', '.']","['environmental', 'experts', 'rahim', 'yar', 'khan', 'noticed', 'health', 'risks', 'related', 'heavy', 'rainfall', 'ongoing', 'environmental', 'changes', '.']","['environmental', 'experts', 'rahim', 'yar', 'khan', 'noticed', 'health', 'risks', 'related', 'heavy', 'rainfall', 'ongoing', 'environmental', 'changes']","['environmental', 'expert', 'rahim', 'yar', 'khan', 'noticed', 'health', 'risk', 'related', 'heavy', 'rainfall', 'ongoing', 'environmental', 'change']",environmental expert rahim yar khan noticed health risk related heavy rainfall ongoing environmental change,14,13,Severe Disaster Concern,Disaster
TWT13,user_811789,Residents in Vehari are experiencing economic pressure related to air pollution due to changing climate patterns.,9/11/2024 12:00:00 AM,Vehari,#GlobalWarming,en,-0.1676,Negative,Health Hazard,Climate,1729,6630,air pollution,residents in vehari are experiencing economic pressure related to air pollution due to changing climate patterns.,[],[],FALSE,FALSE,6.125,"['residents', 'in', 'vehari', 'are', 'experiencing', 'economic', 'pressure', 'related', 'to', 'air', 'pollution', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['residents', 'vehari', 'experiencing', 'economic', 'pressure', 'related', 'air', 'pollution', 'due', 'changing', 'climate', 'patterns', '.']","['residents', 'vehari', 'experiencing', 'economic', 'pressure', 'related', 'air', 'pollution', 'due', 'changing', 'climate', 'patterns']","['resident', 'vehari', 'experiencing', 'economic', 'pressure', 'related', 'air', 'pollution', 'due', 'changing', 'climate', 'pattern']",resident vehari experiencing economic pressure related air pollution due changing climate pattern,12,12,Health Hazard,Pollution
TWT14,user_674192,Climate researchers in Rawalpindi have noticed health risks related to water scarcity due to changing climate patterns.,7/28/2022 12:00:00 AM,Rawalpindi,#GlobalWarming,en,-0.18892,Negative,Resource Crisis,Climate,307,3960,water scarcity,climate researchers in rawalpindi have noticed health risks related to water scarcity due to changing climate patterns.,[],[],FALSE,FALSE,6.058823529,"['climate', 'researchers', 'in', 'rawalpindi', 'have', 'noticed', 'health', 'risks', 'related', 'to', 'water', 'scarcity', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'rawalpindi', 'noticed', 'health', 'risks', 'related', 'water', 'scarcity', 'due', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'rawalpindi', 'noticed', 'health', 'risks', 'related', 'water', 'scarcity', 'due', 'changing', 'climate', 'patterns']","['climate', 'researcher', 'rawalpindi', 'noticed', 'health', 'risk', 'related', 'water', 'scarcity', 'due', 'changing', 'climate', 'pattern']",climate researcher rawalpindi noticed health risk related water scarcity due changing climate pattern,13,12,Resource Crisis,Resource Issue
TWT15,user_157098,Local communities in Gwadar are observing health risks related to heatwave as weather conditions shift.,5/31/2018 12:00:00 AM,Gwadar,#PakistanClimate,en,-0.16392,Negative,Climate Stress,Climate,3374,2991,heatwave,local communities in gwadar are observing health risks related to heatwave as weather conditions shift.,[],[],FALSE,FALSE,5.933333333,"['local', 'communities', 'in', 'gwadar', 'are', 'observing', 'health', 'risks', 'related', 'to', 'heatwave', 'as', 'weather', 'conditions', 'shift', '.']","['local', 'communities', 'gwadar', 'observing', 'health', 'risks', 'related', 'heatwave', 'weather', 'conditions', 'shift', '.']","['local', 'communities', 'gwadar', 'observing', 'health', 'risks', 'related', 'heatwave', 'weather', 'conditions', 'shift']","['local', 'community', 'gwadar', 'observing', 'health', 'risk', 'related', 'heatwave', 'weather', 'condition', 'shift']",local community gwadar observing health risk related heatwave weather condition shift,11,11,Severe Disaster Concern,Disaster
TWT16,user_834928,Climate researchers in Abbottabad are observing serious impacts related to smog as weather conditions shift.,6/25/2021 12:00:00 AM,Abbottabad,#GlobalWarming,en,-0.283386667,Negative,Health Hazard,Climate,2520,442,smog,climate researchers in abbottabad are observing serious impacts related to smog as weather conditions shift.,[],[],FALSE,FALSE,6.266666667,"['climate', 'researchers', 'in', 'abbottabad', 'are', 'observing', 'serious', 'impacts', 'related', 'to', 'smog', 'as', 'weather', 'conditions', 'shift', '.']","['climate', 'researchers', 'abbottabad', 'observing', 'serious', 'impacts', 'related', 'smog', 'weather', 'conditions', 'shift', '.']","['climate', 'researchers', 'abbottabad', 'observing', 'serious', 'impacts', 'related', 'smog', 'weather', 'conditions', 'shift']","['climate', 'researcher', 'abbottabad', 'observing', 'serious', 'impact', 'related', 'smog', 'weather', 'condition', 'shift']",climate researcher abbottabad observing serious impact related smog weather condition shift,11,11,Health Hazard,Pollution
TWT17,user_160314,Environmental experts in Abbottabad are discussing long-term effects related to rising temperatures during ongoing environmental changes.,8/23/2020 12:00:00 AM,Abbottabad,#Floods,en,0,Neutral,Climate Stress,Climate,3021,6073,rising temperatures,environmental experts in abbottabad are discussing long-term effects related to rising temperatures during ongoing environmental changes.,[],[],FALSE,FALSE,7.625,"['environmental', 'experts', 'in', 'abbottabad', 'are', 'discussing', 'long-term', 'effects', 'related', 'to', 'rising', 'temperatures', 'during', 'ongoing', 'environmental', 'changes', '.']","['environmental', 'experts', 'abbottabad', 'discussing', 'long-term', 'effects', 'related', 'rising', 'temperatures', 'ongoing', 'environmental', 'changes', '.']","['environmental', 'experts', 'abbottabad', 'discussing', 'long-term', 'effects', 'related', 'rising', 'temperatures', 'ongoing', 'environmental', 'changes']","['environmental', 'expert', 'abbottabad', 'discussing', 'long-term', 'effect', 'related', 'rising', 'temperature', 'ongoing', 'environmental', 'change']",environmental expert abbottabad discussing long-term effect related rising temperature ongoing environmental change,12,11,Climate Awareness,Climate Change
TWT18,user_426773,Citizens in Islamabad are experiencing long-term effects related to heavy rainfall in recent months.,10/13/2025 12:00:00 AM,Islamabad,#Smog,en,-0.026666667,Neutral,Disaster Risk,Climate,4248,6773,heavy rainfall,citizens in islamabad are experiencing long-term effects related to heavy rainfall in recent months.,[],[],FALSE,FALSE,6.214285714,"['citizens', 'in', 'islamabad', 'are', 'experiencing', 'long-term', 'effects', 'related', 'to', 'heavy', 'rainfall', 'in', 'recent', 'months', '.']","['citizens', 'islamabad', 'experiencing', 'long-term', 'effects', 'related', 'heavy', 'rainfall', 'recent', 'months', '.']","['citizens', 'islamabad', 'experiencing', 'long-term', 'effects', 'related', 'heavy', 'rainfall', 'recent', 'months']","['citizen', 'islamabad', 'experiencing', 'long-term', 'effect', 'related', 'heavy', 'rainfall', 'recent', 'month']",citizen islamabad experiencing long-term effect related heavy rainfall recent month,10,10,Severe Disaster Concern,Disaster
TWT19,user_359656,Climate researchers in Sibi are discussing economic pressure related to rising temperatures in recent months.,11/21/2022 12:00:00 AM,Sibi,#Floods,en,-0.150933333,Negative,Climate Stress,Climate,4261,4863,rising temperatures,climate researchers in sibi are discussing economic pressure related to rising temperatures in recent months.,[],[],FALSE,FALSE,6.333333333,"['climate', 'researchers', 'in', 'sibi', 'are', 'discussing', 'economic', 'pressure', 'related', 'to', 'rising', 'temperatures', 'in', 'recent', 'months', '.']","['climate', 'researchers', 'sibi', 'discussing', 'economic', 'pressure', 'related', 'rising', 'temperatures', 'recent', 'months', '.']","['climate', 'researchers', 'sibi', 'discussing', 'economic', 'pressure', 'related', 'rising', 'temperatures', 'recent', 'months']","['climate', 'researcher', 'sibi', 'discussing', 'economic', 'pressure', 'related', 'rising', 'temperature', 'recent', 'month']",climate researcher sibi discussing economic pressure related rising temperature recent month,11,11,Climate Stress,Climate Change
TWT20,user_837736,Citizens in Faisalabad are experiencing long-term effects related to air pollution as weather conditions shift.,6/18/2019 12:00:00 AM,Faisalabad,#Floods,en,0,Neutral,Health Hazard,Climate,738,2546,air pollution,citizens in faisalabad are experiencing long-term effects related to air pollution as weather conditions shift.,[],[],FALSE,FALSE,6.466666667,"['citizens', 'in', 'faisalabad', 'are', 'experiencing', 'long-term', 'effects', 'related', 'to', 'air', 'pollution', 'as', 'weather', 'conditions', 'shift', '.']","['citizens', 'faisalabad', 'experiencing', 'long-term', 'effects', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift', '.']","['citizens', 'faisalabad', 'experiencing', 'long-term', 'effects', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift']","['citizen', 'faisalabad', 'experiencing', 'long-term', 'effect', 'related', 'air', 'pollution', 'weather', 'condition', 'shift']",citizen faisalabad experiencing long-term effect related air pollution weather condition shift,11,11,Environmental Awareness,Pollution
TWT21,user_532196,Citizens in Hyderabad are reporting public safety issues related to climate change after recent reports.,4/8/2023 12:00:00 AM,Hyderabad,#GlobalWarming,en,0.2529,Positive,Climate Concern,Climate,3330,7449,climate change,citizens in hyderabad are reporting public safety issues related to climate change after recent reports.,[],[],FALSE,FALSE,6,"['citizens', 'in', 'hyderabad', 'are', 'reporting', 'public', 'safety', 'issues', 'related', 'to', 'climate', 'change', 'after', 'recent', 'reports', '.']","['citizens', 'hyderabad', 'reporting', 'public', 'safety', 'issues', 'related', 'climate', 'change', 'recent', 'reports', '.']","['citizens', 'hyderabad', 'reporting', 'public', 'safety', 'issues', 'related', 'climate', 'change', 'recent', 'reports']","['citizen', 'hyderabad', 'reporting', 'public', 'safety', 'issue', 'related', 'climate', 'change', 'recent', 'report']",citizen hyderabad reporting public safety issue related climate change recent report,11,11,Climate Awareness,Climate Change
TWT22,user_233048,Residents in Jacobabad are observing public safety issues related to heatwave during ongoing environmental changes.,12/2/2022 12:00:00 AM,Jacobabad,#GlobalWarming,en,0.2529,Positive,Climate Stress,Climate,2823,1688,heatwave,residents in jacobabad are observing public safety issues related to heatwave during ongoing environmental changes.,[],[],FALSE,FALSE,6.733333333,"['residents', 'in', 'jacobabad', 'are', 'observing', 'public', 'safety', 'issues', 'related', 'to', 'heatwave', 'during', 'ongoing', 'environmental', 'changes', '.']","['residents', 'jacobabad', 'observing', 'public', 'safety', 'issues', 'related', 'heatwave', 'ongoing', 'environmental', 'changes', '.']","['residents', 'jacobabad', 'observing', 'public', 'safety', 'issues', 'related', 'heatwave', 'ongoing', 'environmental', 'changes']","['resident', 'jacobabad', 'observing', 'public', 'safety', 'issue', 'related', 'heatwave', 'ongoing', 'environmental', 'change']",resident jacobabad observing public safety issue related heatwave ongoing environmental change,11,11,General Disaster Discussion,Disaster
TWT23,user_175962,Citizens in Mardan have noticed environmental challenges related to climate change after recent reports.,10/27/2025 12:00:00 AM,Mardan,#ClimateChange,en,0.04632,Neutral,Climate Concern,Climate,1053,9034,climate change,citizens in mardan have noticed environmental challenges related to climate change after recent reports.,[],[],FALSE,FALSE,6.5,"['citizens', 'in', 'mardan', 'have', 'noticed', 'environmental', 'challenges', 'related', 'to', 'climate', 'change', 'after', 'recent', 'reports', '.']","['citizens', 'mardan', 'noticed', 'environmental', 'challenges', 'related', 'climate', 'change', 'recent', 'reports', '.']","['citizens', 'mardan', 'noticed', 'environmental', 'challenges', 'related', 'climate', 'change', 'recent', 'reports']","['citizen', 'mardan', 'noticed', 'environmental', 'challenge', 'related', 'climate', 'change', 'recent', 'report']",citizen mardan noticed environmental challenge related climate change recent report,10,10,Climate Awareness,Climate Change
TWT24,user_805166,Local communities in Mardan are reporting health risks related to flooding after recent reports.,11/3/2022 12:00:00 AM,Mardan,#Heatwave,en,-0.16392,Negative,Disaster Risk,Climate,4745,279,flooding,local communities in mardan are reporting health risks related to flooding after recent reports.,[],[],FALSE,FALSE,5.928571429,"['local', 'communities', 'in', 'mardan', 'are', 'reporting', 'health', 'risks', 'related', 'to', 'flooding', 'after', 'recent', 'reports', '.']","['local', 'communities', 'mardan', 'reporting', 'health', 'risks', 'related', 'flooding', 'recent', 'reports', '.']","['local', 'communities', 'mardan', 'reporting', 'health', 'risks', 'related', 'flooding', 'recent', 'reports']","['local', 'community', 'mardan', 'reporting', 'health', 'risk', 'related', 'flooding', 'recent', 'report']",local community mardan reporting health risk related flooding recent report,10,10,Severe Disaster Concern,Disaster
TWT25,user_984570,Climate researchers in Swat are raising concerns about long-term effects related to heavy rainfall due to changing climate patterns.,4/9/2024 12:00:00 AM,Swat,#ClimateChange,en,-0.043333333,Neutral,Disaster Risk,Climate,2876,8666,heavy rainfall,climate researchers in swat are raising concerns about long-term effects related to heavy rainfall due to changing climate patterns.,[],[],FALSE,FALSE,6,"['climate', 'researchers', 'in', 'swat', 'are', 'raising', 'concerns', 'about', 'long-term', 'effects', 'related', 'to', 'heavy', 'rainfall', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'swat', 'raising', 'concerns', 'long-term', 'effects', 'related', 'heavy', 'rainfall', 'due', 'changing', 'climate', 'patterns', '.']","['climate', 'researchers', 'swat', 'raising', 'concerns', 'long-term', 'effects', 'related', 'heavy', 'rainfall', 'due', 'changing', 'climate', 'patterns']","['climate', 'researcher', 'swat', 'raising', 'concern', 'long-term', 'effect', 'related', 'heavy', 'rainfall', 'due', 'changing', 'climate', 'pattern']",climate researcher swat raising concern long-term effect related heavy rainfall due changing climate pattern,14,13,Severe Disaster Concern,Disaster
TWT26,user_781076,Local communities in Nowshera are reporting long-term effects related to air pollution as weather conditions shift.,3/3/2025 12:00:00 AM,Nowshera,#PakistanClimate,en,0,Neutral,Health Hazard,Climate,4124,2006,air pollution,local communities in nowshera are reporting long-term effects related to air pollution as weather conditions shift.,[],[],FALSE,FALSE,6.25,"['local', 'communities', 'in', 'nowshera', 'are', 'reporting', 'long-term', 'effects', 'related', 'to', 'air', 'pollution', 'as', 'weather', 'conditions', 'shift', '.']","['local', 'communities', 'nowshera', 'reporting', 'long-term', 'effects', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift', '.']","['local', 'communities', 'nowshera', 'reporting', 'long-term', 'effects', 'related', 'air', 'pollution', 'weather', 'conditions', 'shift']","['local', 'community', 'nowshera', 'reporting', 'long-term', 'effect', 'related', 'air', 'pollution', 'weather', 'condition', 'shift']",local community nowshera reporting long-term effect related air pollution weather condition shift,12,12,Environmental Awareness,Pollution
TWT27,user_677622,Citizens in Nowshera are observing public safety issues related to extreme weather in recent months.,8/1/2022 12:00:00 AM,Nowshera,#GlobalWarming,en,0.2404,Positive,Climate Concern,Climate,4195,1628,extreme weather,citizens in nowshera are observing public safety issues related to extreme weather in recent months.,[],[],FALSE,FALSE,5.733333333,"['citizens', 'in', 'nowshera', 'are', 'observing', 'public', 'safety', 'issues', 'related', 'to', 'extreme', 'weather', 'in', 'recent', 'months', '.']","['citizens', 'nowshera', 'observing', 'public', 'safety', 'issues', 'related', 'extreme', 'weather', 'recent', 'months', '.']","['citizens', 'nowshera', 'observing', 'public', 'safety', 'issues', 'related', 'extreme', 'weather', 'recent', 'months']","['citizen', 'nowshera', 'observing', 'public', 'safety', 'issue', 'related', 'extreme', 'weather', 'recent', 'month']",citizen nowshera observing public safety issue related extreme weather recent month,11,11,Positive Environmental Outlook,General
TWT28,user_227471,Environmental experts in Khuzdar are experiencing economic pressure related to extreme weather due to changing climate patterns.,12/18/2021 12:00:00 AM,Khuzdar,#ClimateChange,en,-0.1826,Negative,Climate Concern,Climate,2215,3864,extreme weather,environmental experts in khuzdar are experiencing economic pressure related to extreme weather due to changing climate patterns.,[],[],FALSE,FALSE,6.588235294,"['environmental', 'experts', 'in', 'khuzdar', 'are', 'experiencing', 'economic', 'pressure', 'related', 'to', 'extreme', 'weather', 'due', 'to', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'khuzdar', 'experiencing', 'economic', 'pressure', 'related', 'extreme', 'weather', 'due', 'changing', 'climate', 'patterns', '.']","['environmental', 'experts', 'khuzdar', 'experiencing', 'economic', 'pressure', 'related', 'extreme', 'weather', 'due', 'changing', 'climate', 'patterns']","['environmental', 'expert', 'khuzdar', 'experiencing', 'economic', 'pressure', 'related', 'extreme', 'weather', 'due', 'changing', 'climate', 'pattern']",environmental expert khuzdar experiencing economic pressure related extreme weather due changing climate pattern,13,13,Negative Climate Concern,General
